epoch,train_loss,val_loss,val_f1,val_recall,val_precision,seconds
1,0.5225350189807138,0.4160370067590884,0.8162352189197827,0.86342123056119,0.7739393939393939,27.758860111236572
2,0.41975000837759824,0.3449979429874198,0.8514715947980835,0.8411088573360379,0.8620928620928621,27.60592269897461
3,0.35167320258231244,0.33462344192903376,0.8435774751564226,0.7748478701825557,0.925686591276252,27.447497367858887
4,0.31978348982198646,0.29266791826386346,0.8719889883000688,0.8566599053414469,0.8878766643307638,27.74623990058899
5,0.2960370078572398,0.2948444390821272,0.8649804061275383,0.8208248816768087,0.9141566265060241,27.94176197052002
6,0.27974937964530006,0.2891754540403941,0.8679785330948122,0.8201487491548344,0.9217325227963525,27.72486710548401
7,0.2518000268677563,0.276674569501297,0.8763888888888889,0.8532792427315754,0.900785153461813,27.499659061431885
8,0.23903439183585137,0.28630342902218076,0.8712800286841161,0.821501014198783,0.9274809160305344,27.758294582366943
9,0.23163908187544463,0.2782990330249495,0.8796680497925311,0.8600405679513184,0.9002123142250531,27.711461782455444
10,0.2264050202984697,0.2733762690660099,0.8832066344160332,0.8640973630831643,0.9031802120141342,27.707540273666382
11,0.2166924212163811,0.274886400394267,0.877365101611773,0.8465179175118324,0.9105454545454545,27.74901580810547
12,0.21282658769093132,0.2823720570523557,0.8819614711033275,0.8512508451656524,0.9149709302325582,27.33867073059082
13,0.19095653667090728,0.2758154631200768,0.8790681740322028,0.8674780256930358,0.8909722222222223,27.500091791152954
