split,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
val,0.5,0.9340232858990944,0.9511677282377919,0.9087221095334685,0.9294605809128631,0.9740808181664609,0.9777597461330575
test,0.5,0.9288716456514711,0.9430379746835443,0.9060810810810811,0.9241902136457616,0.9726332501131013,0.9763531447645118
