split,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
val,0.5,0.9000646830530401,0.903448275862069,0.8857336037863421,0.8945032434277911,0.9610861211748527,0.9631941539706153
test,0.5,0.9013902360168121,0.9088378566457899,0.8824324324324324,0.8954405210833047,0.962582731522595,0.9653045669411296
