epoch,train_loss,val_loss,val_f1,val_recall,val_precision,seconds
1,0.514384852325076,0.4000464735641825,0.8205128205128205,0.8113590263691683,0.8298755186721992,16.79967427253723
2,0.4235938977357446,0.3559551199302945,0.8380497783839073,0.8309668695064233,0.8452544704264099,16.51635718345642
3,0.35409890672828265,0.344491432161874,0.8345808383233533,0.7538877620013522,0.9346186085498742,16.496333837509155
4,0.32407254537893965,0.30401344603122743,0.868259385665529,0.8600405679513184,0.8766368022053757,16.59788417816162
5,0.2972178797115778,0.31489624250752496,0.8551572787125091,0.7903989181879648,0.9314741035856574,16.539007902145386
6,0.27779026222010894,0.2915121475367157,0.8702508960573476,0.8208248816768087,0.9260106788710908,16.532150745391846
7,0.2615298240554829,0.2800387410497604,0.8729887024991442,0.8620689655172413,0.8841886269070736,16.449901819229126
8,0.2462067145721788,0.2864286690217866,0.8715044247787611,0.8323191345503719,0.9145616641901931,16.53278422355652
9,0.23388115666257805,0.27793277181289794,0.8779472954230236,0.8559837728194726,0.901067615658363,16.56188678741455
10,0.22326503061927672,0.28102214555382576,0.8850415512465374,0.8640973630831643,0.9070262597586941,16.572792530059814
11,0.21178612810913214,0.2784106691704068,0.8814713896457765,0.8749154834347532,0.8881262868908717,16.567184925079346
12,0.19848246334273087,0.27246054417103105,0.8866689631415777,0.8701825557809331,0.9037921348314607,16.546035766601562
13,0.19290243491444703,0.28855381773020905,0.8843853820598007,0.8999323867478025,0.8693664271717831,16.488520860671997
14,0.17890940106549574,0.2880410829999931,0.8798076923076923,0.8661257606490872,0.8939288206559665,16.599758625030518
15,0.16274678505302898,0.2977725107796288,0.887260034904014,0.8593644354293442,0.9170274170274171,16.52957272529602
16,0.15490484232920373,0.29849602943250153,0.8879015721120984,0.8782961460446247,0.8977194194885971,16.516735076904297
17,0.14549912722874633,0.32962114752341365,0.871940404398723,0.8309668695064233,0.9171641791044776,16.48053240776062
18,0.14574982815889617,0.30128542756972615,0.8900634249471459,0.8539553752535497,0.9293598233995585,16.466729164123535
19,0.14077821847236496,0.29786100860246556,0.8931972789115646,0.887762001352265,0.8986995208761123,16.602989435195923
20,0.1345315840565429,0.29675789915728845,0.8945032434277911,0.8857336037863421,0.903448275862069,16.573649406433105
