model,mean_ms,median_ms,std_ms,min_ms,max_ms
LinearSVC,1.0359780250041695,1.0284169998158177,0.1987762018448063,0.8026549999158306,1.6755300002841977
DistilBERT,7.613932175047466,5.205543499869236,10.929679117093647,4.771056000208773,73.31968799962851
ModernBERT,20.20638034997546,20.040247999986605,2.4709723780544874,17.460244999710994,32.11187900024015
