split,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
val,0.5,0.8183581124757595,0.7425249169435216,0.7801047120418848,0.7608510638297873,0.8925915424062268,0.8518041932972819
test,0.5,0.8045234248788369,0.7243377483443708,0.7628596338273758,0.7430997876857749,0.8823023278295847,0.8435667536550508
