split,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
val,0.5,0.8135100193923723,0.725614591593973,0.7984293193717278,0.7602825093477358,0.8996686537586318,0.8673920226513664
test,0.5,0.8077544426494345,0.7215088282504013,0.7837837837837838,0.7513581278729629,0.8885790805046286,0.8602314060207691
